hour,day,weather,event,crowd_risk
18,Wednesday,Clear,Sports,89
9,Tuesday,Cloudy,Sports,67
16,Thursday,Rain,Concert,57
8,Thursday,Rain,Sports,42
1,Thursday,Clear,Festival,57
14,Friday,Clear,Festival,52
20,Sunday,Clear,Festival,100
14,Sunday,Rain,Concert,73
18,Thursday,Cloudy,Festival,82
2,Thursday,Clear,NoEvent,67
20,Thursday,Rain,NoEvent,69
16,Monday,Rain,NoEvent,42
8,Thursday,Rain,Festival,44
7,Friday,Clear,NoEvent,64
6,Saturday,Rain,Concert,64
7,Tuesday,Clear,Festival,52
10,Wednesday,Clear,Sports,54
21,Sunday,Cloudy,Festival,100
1,Friday,Rain,Sports,54
19,Tuesday,Rain,Sports,80
14,Wednesday,Cloudy,Concert,66
9,Saturday,Rain,Festival,69
6,Friday,Rain,Sports,56
5,Saturday,Cloudy,Sports,81
4,Tuesday,Cloudy,NoEvent,50
16,Saturday,Clear,Festival,74
11,Friday,Clear,Festival,60
13,Tuesday,Cloudy,Sports,63
22,Monday,Cloudy,Festival,51
1,Wednesday,Cloudy,NoEvent,55
20,Sunday,Clear,NoEvent,100
16,Wednesday,Cloudy,NoEvent,55
20,Sunday,Clear,NoEvent,100
3,Friday,Cloudy,Festival,53
13,Wednesday,Cloudy,NoEvent,68
13,Friday,Clear,Festival,57
2,Monday,Cloudy,NoEvent,56
17,Thursday,Rain,Festival,72
11,Saturday,Rain,Sports,60
9,Monday,Cloudy,NoEvent,67
9,Thursday,Cloudy,Festival,63
13,Tuesday,Cloudy,NoEvent,50
1,Sunday,Rain,Sports,77
2,Monday,Rain,NoEvent,44
14,Saturday,Cloudy,Sports,86
15,Sunday,Rain,Festival,73
20,Saturday,Clear,Sports,100
17,Saturday,Cloudy,Festival,99
18,Friday,Cloudy,Festival,81
5,Friday,Cloudy,Concert,68
13,Friday,Cloudy,Festival,59
3,Sunday,Rain,Festival,64
21,Friday,Cloudy,Concert,76
21,Monday,Rain,NoEvent,80
0,Wednesday,Rain,Sports,52
9,Friday,Clear,Concert,56
19,Wednesday,Clear,Festival,84
5,Thursday,Clear,Festival,59
23,Wednesday,Rain,Festival,53
15,Friday,Cloudy,Festival,69
15,Saturday,Rain,Festival,79
14,Tuesday,Rain,NoEvent,53
5,Friday,Clear,Concert,56
17,Sunday,Cloudy,Sports,92
16,Sunday,Clear,NoEvent,75
3,Saturday,Clear,NoEvent,87
22,Tuesday,Clear,NoEvent,58
8,Saturday,Clear,Concert,86
1,Tuesday,Clear,Sports,54
11,Monday,Rain,Concert,46
13,Monday,Cloudy,Festival,66
15,Sunday,Clear,NoEvent,83
19,Sunday,Clear,Sports,100
18,Monday,Rain,NoEvent,64
7,Saturday,Rain,Concert,60
19,Monday,Rain,Festival,66
23,Sunday,Cloudy,Sports,78
11,Tuesday,Rain,Concert,57
14,Sunday,Cloudy,Festival,75
3,Tuesday,Rain,Festival,54
23,Monday,Clear,Concert,63
13,Sunday,Clear,Sports,81
4,Tuesday,Rain,NoEvent,44
3,Tuesday,Clear,Festival,56
15,Sunday,Cloudy,Sports,84
8,Wednesday,Rain,Sports,42
3,Wednesday,Clear,Festival,57
13,Monday,Clear,NoEvent,53
21,Wednesday,Cloudy,Sports,87
6,Saturday,Cloudy,Festival,88
4,Friday,Clear,NoEvent,65
12,Wednesday,Clear,Festival,54
6,Friday,Rain,Festival,45
17,Saturday,Cloudy,Sports,100
7,Monday,Cloudy,Sports,60
11,Sunday,Clear,NoEvent,70
7,Sunday,Rain,Concert,74
6,Thursday,Rain,Concert,51
13,Wednesday,Rain,Concert,45
19,Wednesday,Rain,Festival,65
6,Saturday,Rain,NoEvent,65
5,Sunday,Clear,Concert,82
13,Wednesday,Rain,NoEvent,47
12,Tuesday,Rain,NoEvent,42
4,Saturday,Clear,Sports,71
0,Saturday,Clear,Concert,72
3,Thursday,Rain,Sports,52
14,Sunday,Cloudy,Concert,82
11,Friday,Rain,Festival,56
12,Saturday,Rain,Concert,66
20,Wednesday,Clear,NoEvent,70
19,Thursday,Rain,Concert,67
4,Saturday,Rain,Festival,67
4,Saturday,Rain,Sports,72
6,Friday,Clear,Concert,56
21,Saturday,Rain,NoEvent,97
4,Friday,Clear,Sports,70
13,Tuesday,Clear,Sports,63
22,Sunday,Clear,Festival,78
1,Friday,Cloudy,NoEvent,51
23,Thursday,Rain,Sports,52
2,Monday,Cloudy,Festival,61
11,Friday,Rain,Sports,57
13,Wednesday,Clear,Festival,60
11,Sunday,Rain,NoEvent,77
4,Tuesday,Clear,Festival,61
18,Saturday,Rain,Concert,84
22,Saturday,Rain,Festival,70
23,Friday,Rain,Sports,45
21,Monday,Rain,NoEvent,73
9,Thursday,Rain,Concert,54
0,Tuesday,Cloudy,Sports,69
16,Thursday,Rain,NoEvent,53
4,Wednesday,Cloudy,Festival,65
8,Saturday,Cloudy,Festival,81
17,Monday,Cloudy,Festival,82
2,Saturday,Cloudy,Festival,78
15,Friday,Rain,NoEvent,47
5,Friday,Clear,NoEvent,60
16,Saturday,Cloudy,Sports,70
3,Saturday,Cloudy,Concert,77
7,Saturday,Cloudy,Sports,75
15,Sunday,Rain,Festival,70
11,Sunday,Clear,NoEvent,77
12,Sunday,Cloudy,NoEvent,79
23,Sunday,Cloudy,NoEvent,79
21,Monday,Cloudy,Sports,70
20,Friday,Cloudy,Concert,78
8,Wednesday,Rain,Festival,50
23,Tuesday,Rain,Concert,56
0,Wednesday,Cloudy,Sports,64
19,Monday,Cloudy,Sports,82
18,Tuesday,Clear,Concert,87
3,Sunday,Clear,Festival,79
4,Thursday,Clear,Festival,61
3,Tuesday,Rain,Festival,42
11,Wednesday,Clear,Sports,52
1,Friday,Cloudy,Concert,69
16,Tuesday,Cloudy,Sports,57
22,Tuesday,Cloudy,Concert,61
3,Wednesday,Rain,NoEvent,46
3,Thursday,Cloudy,Festival,57
17,Sunday,Rain,Festival,88
13,Monday,Clear,Sports,66
19,Saturday,Cloudy,Festival,100
0,Monday,Rain,Concert,48
18,Saturday,Cloudy,NoEvent,93
20,Saturday,Clear,NoEvent,98
16,Saturday,Cloudy,Sports,88
8,Monday,Rain,Festival,51
4,Thursday,Cloudy,NoEvent,69
21,Tuesday,Rain,Concert,64
1,Thursday,Rain,Sports,49
3,Friday,Rain,Concert,55
22,Sunday,Clear,Concert,83
2,Sunday,Clear,Festival,73
10,Saturday,Rain,Sports,63
19,Wednesday,Rain,Festival,76
23,Wednesday,Clear,Festival,50
18,Thursday,Rain,Sports,73
9,Friday,Clear,Festival,55
6,Friday,Cloudy,Concert,54
6,Tuesday,Rain,Concert,40
10,Saturday,Rain,Sports,70
23,Wednesday,Cloudy,Festival,51
22,Tuesday,Cloudy,Festival,51
21,Monday,Rain,Concert,71
13,Sunday,Rain,Sports,66
7,Thursday,Cloudy,Sports,68
6,Wednesday,Cloudy,NoEvent,50
5,Sunday,Rain,Sports,67
23,Saturday,Cloudy,Festival,78
8,Monday,Clear,Sports,69
10,Friday,Rain,Festival,60
0,Thursday,Clear,Festival,62
16,Wednesday,Cloudy,NoEvent,50
20,Tuesday,Rain,Sports,60
20,Friday,Cloudy,Sports,90
23,Friday,Cloudy,NoEvent,51
8,Saturday,Cloudy,Concert,90
9,Monday,Cloudy,Festival,65
16,Thursday,Cloudy,NoEvent,68
11,Sunday,Clear,Sports,79
4,Thursday,Cloudy,Festival,54
9,Monday,Cloudy,Concert,69
16,Wednesday,Rain,Sports,40
14,Wednesday,Cloudy,Sports,56
9,Sunday,Clear,Sports,81
11,Tuesday,Rain,Concert,41
19,Tuesday,Clear,Sports,72
18,Monday,Rain,Concert,60
12,Tuesday,Rain,Concert,49
1,Wednesday,Cloudy,Concert,63
12,Wednesday,Clear,Sports,64
7,Wednesday,Rain,NoEvent,47
8,Sunday,Cloudy,Concert,78
18,Sunday,Cloudy,Sports,100
2,Sunday,Rain,Festival,75
10,Friday,Clear,Sports,65
5,Wednesday,Cloudy,Sports,55
1,Tuesday,Clear,Sports,69
21,Thursday,Cloudy,Festival,71
11,Monday,Clear,NoEvent,54
15,Monday,Clear,Sports,53
13,Monday,Rain,Festival,55
7,Tuesday,Rain,Concert,50
1,Sunday,Rain,Festival,60
21,Thursday,Cloudy,Festival,84
4,Sunday,Clear,Festival,78
0,Wednesday,Cloudy,NoEvent,60
12,Saturday,Rain,Concert,71
15,Sunday,Cloudy,Sports,87
5,Thursday,Rain,Festival,50
2,Wednesday,Clear,Concert,51
12,Sunday,Cloudy,Concert,71
12,Monday,Cloudy,Festival,53
18,Thursday,Rain,Concert,64
15,Friday,Clear,Sports,57
6,Tuesday,Rain,Concert,54
23,Wednesday,Clear,NoEvent,55
10,Wednesday,Cloudy,Festival,56
12,Monday,Rain,Sports,48
21,Friday,Cloudy,Sports,82
4,Friday,Rain,Sports,46
7,Monday,Clear,Festival,54
11,Wednesday,Cloudy,Sports,68
15,Thursday,Clear,NoEvent,68
9,Friday,Clear,Festival,69
19,Friday,Clear,Concert,90
13,Thursday,Cloudy,Concert,54
2,Thursday,Cloudy,Concert,57
1,Friday,Clear,Sports,66
8,Saturday,Cloudy,Sports,75
10,Wednesday,Rain,NoEvent,58
1,Sunday,Rain,NoEvent,78
7,Saturday,Rain,NoEvent,72
15,Monday,Rain,Sports,56
16,Friday,Rain,Sports,56
0,Friday,Cloudy,Concert,64
15,Tuesday,Cloudy,Sports,54
12,Tuesday,Rain,Concert,60
22,Friday,Cloudy,Festival,56
6,Friday,Rain,Concert,41
21,Tuesday,Cloudy,Concert,72
6,Saturday,Clear,Concert,70
1,Monday,Cloudy,Concert,61
18,Saturday,Cloudy,Sports,92
19,Thursday,Clear,Concert,75
22,Friday,Rain,Concert,55
6,Thursday,Rain,Festival,57
12,Tuesday,Cloudy,NoEvent,55
3,Tuesday,Clear,Sports,69
22,Saturday,Cloudy,Sports,76
6,Friday,Rain,Sports,58
0,Monday,Rain,NoEvent,44
13,Thursday,Cloudy,Festival,60
18,Monday,Cloudy,Festival,76
6,Saturday,Cloudy,Festival,81
17,Monday,Clear,Sports,82
3,Sunday,Cloudy,Festival,87
17,Saturday,Clear,NoEvent,92
9,Wednesday,Rain,Sports,56
13,Sunday,Cloudy,Festival,72
20,Sunday,Rain,Festival,99
2,Saturday,Clear,Sports,89
8,Saturday,Rain,NoEvent,63
19,Sunday,Rain,Sports,82
7,Saturday,Cloudy,Concert,90
13,Saturday,Clear,Festival,81
15,Wednesday,Clear,Sports,61
23,Tuesday,Cloudy,Concert,55
5,Monday,Clear,Festival,58
1,Tuesday,Cloudy,Concert,66
9,Friday,Clear,Concert,65
10,Saturday,Rain,Festival,61
7,Saturday,Cloudy,NoEvent,86
13,Sunday,Rain,Concert,73
10,Thursday,Rain,NoEvent,47
6,Saturday,Clear,Festival,80
0,Wednesday,Clear,NoEvent,51
1,Monday,Cloudy,Concert,62
15,Thursday,Rain,Sports,46
20,Monday,Cloudy,Concert,74
20,Monday,Cloudy,NoEvent,86
15,Saturday,Rain,NoEvent,79
23,Saturday,Clear,Concert,87
4,Monday,Cloudy,Sports,50
9,Thursday,Rain,Festival,45
1,Friday,Cloudy,Concert,66
9,Tuesday,Rain,Sports,57
14,Monday,Cloudy,Festival,60
17,Sunday,Clear,Concert,100
3,Monday,Cloudy,Concert,60
23,Tuesday,Clear,Festival,53
17,Sunday,Cloudy,Concert,93
14,Wednesday,Rain,Concert,54
15,Wednesday,Cloudy,Sports,50
23,Friday,Cloudy,Concert,58
13,Sunday,Clear,Concert,83
10,Thursday,Cloudy,Festival,56
22,Wednesday,Cloudy,Sports,58
1,Sunday,Clear,NoEvent,81
13,Saturday,Clear,Festival,72
23,Sunday,Rain,Concert,60
22,Monday,Rain,Sports,55
1,Monday,Rain,Festival,53
3,Monday,Cloudy,Concert,69
7,Friday,Rain,NoEvent,58
16,Saturday,Clear,Concert,86
17,Thursday,Cloudy,NoEvent,79
15,Thursday,Clear,NoEvent,53
2,Wednesday,Clear,Concert,54
7,Friday,Cloudy,Concert,67
1,Wednesday,Cloudy,Festival,50
8,Thursday,Cloudy,Concert,67
2,Thursday,Clear,Festival,61
20,Sunday,Clear,Concert,96
18,Monday,Rain,Concert,80
15,Saturday,Cloudy,Festival,76
4,Monday,Clear,Festival,54
14,Friday,Clear,Sports,55
15,Tuesday,Cloudy,NoEvent,60
19,Tuesday,Cloudy,Sports,87
1,Wednesday,Cloudy,Sports,64
21,Tuesday,Rain,NoEvent,61
18,Wednesday,Cloudy,NoEvent,82
0,Wednesday,Cloudy,Sports,70
2,Thursday,Cloudy,NoEvent,67
10,Thursday,Clear,NoEvent,59
20,Monday,Rain,Sports,78
23,Saturday,Rain,NoEvent,69
22,Tuesday,Cloudy,Festival,62
9,Thursday,Rain,Festival,58
19,Saturday,Cloudy,Concert,92
17,Thursday,Cloudy,Sports,79
8,Thursday,Clear,Sports,65
11,Friday,Clear,NoEvent,61
3,Tuesday,Clear,Festival,59
13,Monday,Cloudy,Festival,65
16,Sunday,Cloudy,Sports,74
20,Monday,Cloudy,Concert,87
9,Monday,Clear,NoEvent,61
13,Tuesday,Clear,NoEvent,68
7,Saturday,Cloudy,Festival,87
21,Wednesday,Rain,Concert,61
4,Wednesday,Rain,Concert,42
8,Friday,Rain,Festival,59
8,Saturday,Cloudy,NoEvent,79
8,Tuesday,Rain,Festival,48
9,Tuesday,Rain,Sports,56
3,Thursday,Clear,Concert,69
13,Thursday,Clear,NoEvent,68
11,Monday,Clear,NoEvent,68
16,Saturday,Clear,Sports,73
7,Monday,Cloudy,Sports,68
5,Wednesday,Clear,Concert,53
18,Saturday,Clear,Sports,100
17,Saturday,Rain,NoEvent,94
20,Tuesday,Cloudy,Festival,75
16,Wednesday,Rain,Festival,57
2,Wednesday,Cloudy,Festival,51
15,Thursday,Clear,Concert,56
8,Tuesday,Rain,Concert,45
3,Tuesday,Clear,Concert,69
8,Wednesday,Cloudy,Concert,68
21,Thursday,Cloudy,Festival,80
0,Monday,Clear,NoEvent,56
9,Thursday,Rain,NoEvent,51
19,Friday,Cloudy,NoEvent,82
1,Thursday,Cloudy,Sports,58
21,Thursday,Cloudy,Festival,90
2,Monday,Clear,Festival,54
4,Thursday,Cloudy,Sports,53
5,Monday,Rain,Festival,53
19,Tuesday,Cloudy,Sports,89
23,Saturday,Clear,Sports,77
13,Friday,Cloudy,Festival,58
10,Sunday,Cloudy,Festival,85
23,Monday,Clear,Sports,58
22,Wednesday,Rain,Concert,45
0,Saturday,Clear,Festival,86
8,Thursday,Clear,Sports,70
8,Friday,Cloudy,Concert,60
9,Monday,Clear,Sports,53
9,Friday,Cloudy,Sports,56
18,Sunday,Clear,Sports,100
17,Thursday,Cloudy,Festival,75
23,Saturday,Rain,Concert,74
22,Thursday,Rain,NoEvent,50
22,Tuesday,Cloudy,NoEvent,55
19,Friday,Rain,Sports,78
8,Sunday,Clear,Festival,81
16,Thursday,Rain,Festival,47
15,Friday,Cloudy,Festival,51
7,Thursday,Clear,Festival,68
0,Sunday,Rain,NoEvent,61
0,Friday,Rain,Festival,44
20,Monday,Cloudy,Sports,80
19,Saturday,Rain,NoEvent,97
18,Thursday,Rain,Sports,62
19,Monday,Clear,NoEvent,73
14,Wednesday,Rain,Concert,51
20,Tuesday,Clear,Concert,72
15,Friday,Cloudy,Sports,66
8,Friday,Cloudy,NoEvent,65
14,Sunday,Rain,NoEvent,66
11,Thursday,Cloudy,Sports,69
1,Wednesday,Cloudy,NoEvent,61
19,Monday,Cloudy,Concert,80
1,Tuesday,Cloudy,Sports,55
2,Tuesday,Clear,Sports,55
23,Sunday,Cloudy,Festival,84
0,Thursday,Cloudy,Concert,52
21,Sunday,Cloudy,Concert,100
22,Wednesday,Cloudy,Sports,60
10,Tuesday,Cloudy,NoEvent,65
2,Saturday,Rain,NoEvent,79
0,Monday,Rain,Sports,54
4,Saturday,Cloudy,NoEvent,72
8,Thursday,Clear,Concert,69
2,Friday,Clear,NoEvent,56
19,Monday,Rain,Sports,74
1,Sunday,Rain,Sports,77
3,Monday,Cloudy,Festival,50
15,Saturday,Cloudy,NoEvent,85
6,Friday,Rain,Sports,41
8,Thursday,Clear,Concert,63
4,Saturday,Clear,Sports,73
7,Tuesday,Cloudy,Festival,62
6,Thursday,Rain,Sports,49
16,Friday,Clear,Concert,56
14,Tuesday,Clear,Festival,54
9,Sunday,Clear,Sports,83
19,Thursday,Clear,Concert,83
2,Friday,Rain,Festival,60
11,Friday,Clear,Festival,54
11,Saturday,Rain,Concert,73
10,Sunday,Clear,NoEvent,85
6,Monday,Clear,Festival,62
11,Tuesday,Cloudy,Festival,50
22,Wednesday,Clear,Sports,61
6,Saturday,Rain,Concert,69
18,Saturday,Clear,NoEvent,100
1,Monday,Cloudy,Concert,65
9,Tuesday,Clear,Festival,60
14,Friday,Rain,Sports,56
10,Sunday,Rain,NoEvent,71
22,Tuesday,Clear,NoEvent,63
14,Tuesday,Clear,Sports,70
16,Wednesday,Clear,Concert,52
11,Monday,Cloudy,NoEvent,59
8,Friday,Clear,Concert,66
23,Saturday,Rain,Festival,65
2,Monday,Rain,Sports,41
22,Monday,Rain,Concert,54
22,Sunday,Cloudy,Sports,89
18,Tuesday,Clear,Concert,83
12,Wednesday,Cloudy,Concert,50
0,Friday,Cloudy,Festival,51
0,Wednesday,Cloudy,NoEvent,65
0,Saturday,Rain,Sports,73
20,Friday,Cloudy,NoEvent,80
2,Friday,Rain,Festival,52
4,Saturday,Cloudy,Concert,85
18,Saturday,Clear,Sports,100
17,Thursday,Rain,Concert,80
1,Monday,Clear,Sports,60
9,Saturday,Cloudy,Sports,74
20,Sunday,Rain,Sports,92
8,Monday,Cloudy,Concert,60
3,Tuesday,Rain,Sports,46
21,Sunday,Cloudy,Concert,100
14,Wednesday,Rain,Sports,49
6,Sunday,Cloudy,Sports,77
18,Friday,Rain,Festival,69
14,Saturday,Rain,Sports,62
15,Tuesday,Rain,Sports,50
2,Thursday,Rain,Concert,59
17,Tuesday,Rain,NoEvent,66
11,Monday,Clear,Concert,66
15,Saturday,Cloudy,NoEvent,70
1,Saturday,Clear,Concert,90
4,Monday,Rain,Festival,59
11,Thursday,Cloudy,Festival,53
0,Saturday,Clear,Sports,78
4,Wednesday,Cloudy,NoEvent,50
7,Sunday,Cloudy,Concert,89
8,Monday,Clear,NoEvent,67
8,Saturday,Rain,Sports,74
11,Thursday,Cloudy,NoEvent,65
1,Thursday,Rain,Festival,60
2,Friday,Cloudy,NoEvent,53
11,Friday,Cloudy,Concert,59
12,Thursday,Clear,Festival,56
6,Wednesday,Rain,Festival,44
12,Thursday,Cloudy,NoEvent,62
17,Tuesday,Cloudy,Festival,86
7,Friday,Clear,Sports,70
2,Sunday,Cloudy,Concert,86
22,Thursday,Cloudy,Festival,69
2,Friday,Clear,Sports,52
2,Monday,Cloudy,NoEvent,68
17,Monday,Cloudy,Concert,76
10,Thursday,Cloudy,Sports,59
14,Monday,Clear,Festival,53
22,Thursday,Clear,Festival,60
1,Wednesday,Cloudy,Concert,70
16,Wednesday,Rain,Sports,43
4,Wednesday,Clear,Festival,58
3,Wednesday,Clear,NoEvent,62
14,Thursday,Cloudy,Concert,53
11,Monday,Rain,Festival,52
23,Wednesday,Cloudy,NoEvent,50
0,Tuesday,Cloudy,Concert,56
17,Wednesday,Clear,Concert,90
18,Friday,Cloudy,Festival,83
18,Wednesday,Cloudy,Concert,89
6,Tuesday,Clear,Concert,53
22,Thursday,Rain,Festival,51
0,Monday,Rain,Concert,42
18,Saturday,Cloudy,Concert,100
7,Monday,Rain,NoEvent,50
8,Tuesday,Rain,NoEvent,40
7,Wednesday,Rain,NoEvent,57
22,Tuesday,Rain,Sports,44
15,Wednesday,Rain,Festival,43
14,Friday,Rain,Concert,57
20,Thursday,Rain,NoEvent,68
3,Sunday,Rain,Festival,74
6,Friday,Clear,Sports,62
8,Monday,Cloudy,Festival,57
16,Saturday,Clear,Festival,77
2,Thursday,Rain,NoEvent,49
21,Sunday,Cloudy,Concert,100
18,Friday,Rain,Concert,63
17,Monday,Rain,Concert,79
15,Thursday,Cloudy,Sports,55
5,Monday,Rain,Festival,50
9,Saturday,Rain,Sports,64
2,Thursday,Rain,Concert,54
6,Friday,Clear,Concert,59
12,Saturday,Cloudy,NoEvent,85
8,Monday,Clear,Festival,64
10,Sunday,Cloudy,Concert,72
14,Monday,Cloudy,Concert,57
20,Sunday,Cloudy,NoEvent,96
4,Thursday,Cloudy,Sports,70
20,Sunday,Rain,Concert,87
18,Saturday,Cloudy,Festival,97
6,Friday,Clear,Sports,50
14,Saturday,Clear,Concert,80
0,Sunday,Rain,Festival,71
10,Monday,Rain,Concert,51
1,Monday,Cloudy,Sports,68
10,Friday,Cloudy,Festival,50
18,Tuesday,Cloudy,NoEvent,78
17,Sunday,Clear,NoEvent,95
22,Tuesday,Clear,Sports,63
12,Friday,Cloudy,Sports,69
16,Monday,Clear,Concert,55
20,Sunday,Rain,Festival,96
22,Wednesday,Cloudy,NoEvent,65
7,Tuesday,Rain,NoEvent,49
7,Saturday,Cloudy,Sports,73
10,Monday,Cloudy,Sports,58
1,Tuesday,Cloudy,Concert,65
22,Monday,Cloudy,Sports,67
12,Monday,Cloudy,Festival,64
12,Thursday,Cloudy,Sports,66
6,Thursday,Cloudy,Festival,51
22,Sunday,Rain,Festival,68
2,Wednesday,Rain,NoEvent,52
21,Tuesday,Rain,Sports,60
1,Thursday,Clear,NoEvent,66
19,Friday,Rain,Festival,71
18,Saturday,Rain,Concert,87
6,Saturday,Clear,Concert,79
12,Thursday,Cloudy,NoEvent,50
19,Friday,Rain,NoEvent,65
4,Friday,Cloudy,Sports,60
20,Friday,Rain,Festival,77
4,Wednesday,Cloudy,NoEvent,58
16,Sunday,Cloudy,Festival,77
8,Sunday,Clear,Sports,74
23,Saturday,Rain,Sports,78
15,Tuesday,Clear,Festival,58
23,Friday,Cloudy,Sports,70
11,Monday,Rain,Concert,42
8,Friday,Cloudy,Concert,54
6,Monday,Cloudy,Festival,58
14,Monday,Clear,Sports,68
5,Sunday,Rain,NoEvent,73
0,Sunday,Rain,Sports,75
14,Saturday,Clear,Concert,86
17,Monday,Cloudy,Festival,81
8,Monday,Clear,NoEvent,60
16,Thursday,Clear,NoEvent,53
1,Saturday,Cloudy,Concert,84
2,Wednesday,Cloudy,Festival,55
22,Sunday,Rain,NoEvent,79
22,Sunday,Rain,Festival,71
18,Saturday,Clear,Festival,97
13,Wednesday,Rain,Sports,40
21,Sunday,Clear,Festival,97
23,Thursday,Clear,Festival,57
2,Sunday,Rain,NoEvent,75
9,Sunday,Rain,NoEvent,80
6,Monday,Rain,NoEvent,48
22,Wednesday,Clear,Concert,53
16,Tuesday,Rain,Sports,55
9,Sunday,Clear,Sports,88
5,Saturday,Clear,Festival,77
0,Thursday,Rain,Sports,42
13,Sunday,Rain,NoEvent,69
6,Sunday,Cloudy,NoEvent,76
13,Sunday,Rain,Festival,66
18,Sunday,Clear,NoEvent,97
8,Thursday,Clear,Sports,66
20,Friday,Clear,Concert,84
6,Friday,Cloudy,NoEvent,57
9,Saturday,Clear,Festival,88
10,Tuesday,Rain,Sports,41
1,Tuesday,Rain,Concert,51
18,Saturday,Cloudy,Sports,100
13,Friday,Rain,Concert,44
9,Monday,Rain,NoEvent,45
2,Tuesday,Clear,Sports,54
18,Thursday,Rain,Festival,70
20,Wednesday,Cloudy,Concert,76
2,Thursday,Cloudy,NoEvent,63
5,Thursday,Cloudy,NoEvent,52
1,Monday,Rain,Festival,56
8,Tuesday,Cloudy,Concert,61
7,Thursday,Cloudy,Concert,68
6,Wednesday,Clear,NoEvent,64
6,Wednesday,Clear,Sports,54
17,Tuesday,Clear,Sports,72
11,Wednesday,Cloudy,NoEvent,50
15,Wednesday,Clear,Concert,55
22,Monday,Rain,Sports,51
9,Tuesday,Rain,Festival,45
14,Friday,Clear,NoEvent,61
17,Monday,Clear,Sports,73
11,Friday,Clear,Concert,69
17,Saturday,Clear,Festival,100
12,Saturday,Cloudy,NoEvent,75
19,Saturday,Cloudy,NoEvent,100
4,Friday,Rain,Sports,56
21,Tuesday,Cloudy,Sports,90
10,Tuesday,Cloudy,NoEvent,70
8,Sunday,Rain,Concert,72
16,Monday,Cloudy,NoEvent,51
0,Friday,Rain,Sports,43
14,Monday,Cloudy,NoEvent,54
7,Saturday,Rain,Concert,68
1,Friday,Cloudy,Sports,70
12,Friday,Clear,NoEvent,59
4,Tuesday,Clear,Sports,51
3,Wednesday,Rain,NoEvent,58
5,Tuesday,Cloudy,Festival,63
20,Friday,Rain,NoEvent,73
6,Monday,Cloudy,Festival,63
13,Tuesday,Cloudy,Festival,66
7,Wednesday,Cloudy,Festival,63
23,Monday,Cloudy,Sports,60
4,Friday,Cloudy,Festival,69
5,Friday,Cloudy,Sports,66
5,Thursday,Rain,NoEvent,48
17,Monday,Cloudy,NoEvent,70
0,Friday,Rain,Concert,58
22,Tuesday,Cloudy,Concert,67
15,Sunday,Rain,Concert,68
14,Friday,Clear,Festival,51
1,Tuesday,Cloudy,Festival,69
18,Friday,Cloudy,NoEvent,84
12,Monday,Clear,Concert,69
9,Thursday,Rain,NoEvent,55
6,Tuesday,Cloudy,Sports,50
8,Wednesday,Clear,Festival,52
11,Friday,Cloudy,Festival,56
16,Wednesday,Clear,Concert,60
0,Monday,Clear,Sports,51
3,Sunday,Rain,Concert,62
1,Wednesday,Clear,Concert,70
15,Sunday,Cloudy,NoEvent,86
2,Friday,Cloudy,Sports,55
7,Friday,Cloudy,Festival,69
1,Wednesday,Cloudy,Festival,65
1,Saturday,Clear,Concert,70
8,Saturday,Cloudy,Sports,74
12,Saturday,Rain,Concert,79
1,Friday,Cloudy,Festival,53
13,Monday,Clear,Festival,60
3,Saturday,Cloudy,Concert,82
18,Tuesday,Rain,Festival,64
15,Thursday,Rain,Festival,46
11,Thursday,Clear,Concert,64
15,Wednesday,Rain,Concert,59
4,Sunday,Rain,NoEvent,60
20,Thursday,Clear,Concert,89
2,Wednesday,Cloudy,Concert,69
12,Friday,Clear,Festival,56
20,Wednesday,Cloudy,Festival,74
7,Saturday,Cloudy,Sports,73
15,Tuesday,Clear,Concert,60
10,Tuesday,Cloudy,Concert,64
9,Thursday,Cloudy,Concert,56
4,Monday,Cloudy,Concert,68
11,Friday,Clear,NoEvent,55
17,Friday,Cloudy,Festival,70
9,Monday,Clear,NoEvent,65
10,Friday,Rain,NoEvent,53
2,Thursday,Clear,Festival,56
0,Tuesday,Cloudy,Festival,56
6,Tuesday,Cloudy,Concert,62
22,Sunday,Cloudy,NoEvent,82
4,Sunday,Clear,Sports,73
12,Wednesday,Rain,Sports,42
9,Sunday,Cloudy,Sports,70
7,Monday,Rain,Concert,47
8,Tuesday,Rain,Concert,47
8,Sunday,Clear,Sports,89
16,Monday,Cloudy,Sports,60
12,Friday,Rain,NoEvent,41
4,Saturday,Cloudy,Sports,83
10,Friday,Rain,Festival,45
14,Friday,Rain,Concert,41
14,Saturday,Rain,Concert,60
13,Monday,Rain,Festival,56
8,Friday,Rain,Festival,55
1,Tuesday,Rain,Concert,49
11,Sunday,Clear,Concert,73
22,Saturday,Rain,Festival,64
22,Tuesday,Cloudy,NoEvent,70
8,Sunday,Rain,Sports,60
2,Friday,Rain,NoEvent,49
12,Tuesday,Cloudy,Festival,57
17,Thursday,Clear,NoEvent,84
16,Tuesday,Cloudy,Sports,69
7,Sunday,Cloudy,Festival,83
4,Saturday,Rain,NoEvent,71
12,Friday,Cloudy,Concert,56
0,Saturday,Rain,NoEvent,77
0,Saturday,Rain,Concert,79
8,Thursday,Rain,NoEvent,50
7,Tuesday,Cloudy,Concert,63
20,Saturday,Clear,Sports,95
9,Sunday,Rain,NoEvent,66
19,Sunday,Clear,NoEvent,99
